user_id,fecha,edad,perfil,salario,vivienda,alimentacion,transporte,ocio,salud,educacion,otros,gasto_total,ahorro,tasa_ahorro_pct,perfil_ahorro,ipc_mensual
3,2024-12,37,junior,1211.39,400.57,219.67,158.18,118.59,26.11,62.48,75.59,1061.19,150.2,12.4,ahorro_moderado,0.28
3,2025-01,37,junior,1213.38,402.43,220.7,158.92,119.14,26.24,62.77,75.94,1066.14,147.24,12.13,ahorro_moderado,0.3
3,2025-02,37,junior,1272.32,423.29,232.13,167.16,125.32,27.6,66.02,79.88,1121.4,150.92,11.86,ahorro_moderado,0.31
3,2025-03,37,junior,1277.31,426.14,233.7,168.28,126.16,27.78,66.47,80.42,1128.95,148.36,11.62,ahorro_moderado,0.28
3,2025-04,37,junior,1209.58,404.55,221.86,159.76,119.77,26.37,63.1,76.34,1071.75,137.83,11.39,ahorro_moderado,0.25
3,2025-05,37,junior,1319.18,442.36,242.59,174.69,130.96,28.84,69.0,83.48,1171.92,147.26,11.16,ahorro_moderado,0.26
3,2025-06,37,junior,1230.19,413.51,226.77,163.29,122.42,26.96,64.5,78.03,1095.48,134.71,10.95,ahorro_moderado,0.24
3,2025-07,37,junior,1322.68,445.71,244.43,176.01,131.96,29.06,69.52,84.11,1180.8,141.88,10.73,ahorro_moderado,0.25
3,2025-08,37,junior,1254.18,423.72,232.37,167.33,125.45,27.62,66.09,79.96,1122.54,131.64,10.5,ahorro_moderado,0.26
3,2025-09,37,junior,1209.15,409.61,224.63,161.75,121.27,26.7,63.89,77.3,1085.15,124.0,10.26,ahorro_moderado,0.27
3,2025-10,37,junior,1251.61,425.18,233.17,167.9,125.88,27.72,66.32,80.24,1126.41,125.2,10.0,ahorro_moderado,0.28
3,2025-11,37,junior,1291.37,439.96,241.28,173.74,130.26,28.68,68.63,83.03,1165.58,125.79,9.74,ahorro_moderado,0.29
3,2025-12,37,junior,1300.26,444.28,243.64,175.44,131.53,28.96,69.3,83.84,1176.99,123.27,9.48,ahorro_moderado,0.29
3,2026-01,37,junior,1284.08,439.71,241.14,173.64,130.18,28.67,68.59,82.98,1164.91,119.17,9.28,ahorro_moderado,0.22
3,2026-02,37,junior,1276.36,437.99,240.19,172.96,129.67,28.55,68.32,82.65,1160.33,116.03,9.09,ahorro_moderado,0.21
3,2026-03,37,junior,1292.79,444.51,243.77,175.54,131.6,28.98,69.33,83.89,1177.62,115.17,8.91,ahorro_moderado,0.2
3,2026-04,37,junior,1300.88,448.19,245.79,176.99,132.69,29.22,69.91,84.58,1187.37,113.51,8.73,ahorro_moderado,0.2
3,2026-05,37,junior,1237.72,427.24,234.3,168.72,126.49,27.85,66.64,80.63,1131.87,105.85,8.55,ahorro_moderado,0.19
4,2023-01,25,medio,1893.81,702.9,365.84,269.91,102.01,79.08,38.33,149.38,1707.45,186.36,9.84,ahorro_moderado,0.53
4,2023-02,25,medio,1869.97,698.22,363.4,268.11,101.33,78.55,38.07,148.39,1696.07,173.9,9.3,ahorro_moderado,0.6
4,2023-03,25,medio,1982.73,742.76,386.58,285.21,107.79,83.57,40.5,157.85,1804.26,178.47,9.0,ahorro_moderado,0.33
4,2023-04,25,medio,2004.73,754.16,392.51,289.59,109.45,84.85,41.12,160.28,1831.96,172.77,8.62,ahorro_moderado,0.42
4,2023-05,25,medio,1879.19,709.05,369.04,272.27,102.9,79.77,38.66,150.69,1722.38,156.81,8.34,ahorro_moderado,0.3
4,2023-06,25,medio,1981.93,749.24,389.95,287.7,108.73,84.3,40.85,159.23,1820.0,161.93,8.17,ahorro_moderado,0.19
4,2023-07,25,medio,1930.15,731.27,380.6,280.8,106.13,82.27,39.87,155.41,1776.35,153.8,7.97,ahorro_moderado,0.22
4,2023-08,25,medio,2018.19,766.38,398.88,294.28,111.22,86.22,41.79,162.87,1861.64,156.55,7.76,ahorro_moderado,0.23
4,2023-09,25,medio,1929.26,735.11,382.6,282.27,106.68,82.7,40.08,156.23,1785.67,143.59,7.44,ahorro_moderado,0.34
4,2023-10,25,medio,2037.25,778.97,405.43,299.12,113.05,87.64,42.47,165.55,1892.23,145.02,7.12,ahorro_moderado,0.35
4,2023-11,25,medio,1981.27,759.99,395.55,291.83,110.29,85.5,41.44,161.51,1846.11,135.16,6.82,ahorro_moderado,0.32
4,2023-12,25,medio,2096.59,806.88,419.95,309.83,117.1,90.78,44.0,171.48,1960.02,136.57,6.51,ahorro_moderado,0.33
4,2024-01,25,medio,1940.75,749.44,390.06,287.78,108.76,84.32,40.86,159.27,1820.49,120.26,6.2,ahorro_moderado,0.34
4,2024-02,25,medio,1986.55,769.35,400.42,295.42,111.65,86.56,41.95,163.5,1868.85,117.7,5.92,ahorro_moderado,0.29
4,2024-03,25,medio,1945.31,755.79,393.36,290.22,109.69,85.03,41.21,160.62,1835.92,109.39,5.62,ahorro_moderado,0.32
4,2024-04,25,medio,2114.56,824.26,429.0,316.51,119.62,92.74,44.94,175.17,2002.24,112.32,5.31,ahorro_moderado,0.33
4,2024-05,25,medio,2110.02,825.29,429.53,316.9,119.77,92.85,45.0,175.39,2004.73,105.29,4.99,ahorro_insuficiente,0.34
4,2024-06,25,medio,1988.85,780.54,406.24,299.72,113.28,87.82,42.56,165.88,1896.04,92.81,4.67,ahorro_insuficiente,0.34
4,2024-07,25,medio,2075.76,817.01,425.23,313.72,118.57,91.92,44.55,173.63,1984.63,91.13,4.39,ahorro_insuficiente,0.29
4,2024-08,25,medio,2112.93,833.72,433.92,320.14,120.99,93.8,45.46,177.18,2025.21,87.72,4.15,ahorro_insuficiente,0.25
4,2024-09,25,medio,2064.18,815.71,424.55,313.22,118.38,91.77,44.48,173.36,1981.47,82.71,4.01,ahorro_insuficiente,0.15
4,2024-10,25,medio,2063.84,817.04,425.24,313.74,118.57,91.92,44.55,173.64,1984.7,79.14,3.83,ahorro_insuficiente,0.18
4,2024-11,25,medio,2009.38,797.39,415.01,306.19,115.72,89.71,43.48,169.46,1936.96,72.42,3.6,ahorro_insuficiente,0.24
4,2024-12,25,medio,1983.39,789.28,410.79,303.08,114.55,88.8,43.04,167.74,1917.28,66.11,3.33,ahorro_insuficiente,0.28
4,2025-01,25,medio,2154.72,860.03,447.62,330.24,124.81,96.76,46.89,182.78,2089.13,65.59,3.04,ahorro_insuficiente,0.3
4,2025-02,25,medio,2160.47,800.46,416.61,307.37,116.16,90.06,43.65,170.11,1944.42,216.05,10.0,ahorro_moderado,0.31
4,2025-03,25,medio,2109.89,781.72,406.86,300.17,113.45,87.95,42.62,166.13,1898.9,210.99,10.0,ahorro_moderado,0.28
4,2025-04,25,medio,2053.47,760.81,395.98,292.15,110.41,85.6,41.49,161.69,1848.13,205.34,10.0,ahorro_moderado,0.25
4,2025-05,25,medio,2060.41,763.38,397.31,293.13,110.79,85.89,41.63,162.24,1854.37,206.04,10.0,ahorro_moderado,0.26
4,2025-06,25,medio,2144.22,794.43,413.48,305.05,115.29,89.38,43.31,168.84,1929.78,214.44,10.0,ahorro_moderado,0.24
4,2025-07,25,medio,2185.19,809.62,421.38,310.88,117.49,91.09,44.15,172.06,1966.67,218.52,10.0,ahorro_moderado,0.25
4,2025-08,25,medio,2188.16,810.72,421.95,311.31,117.65,91.21,44.21,172.29,1969.34,218.82,10.0,ahorro_moderado,0.26
4,2025-09,25,medio,2170.6,804.21,418.56,308.81,116.71,90.48,43.85,170.91,1953.53,217.07,10.0,ahorro_moderado,0.27
4,2025-10,25,medio,2146.45,795.26,413.9,305.38,115.41,89.48,43.37,169.01,1931.81,214.64,10.0,ahorro_moderado,0.28
4,2025-11,25,medio,2033.06,753.26,392.04,289.24,109.31,84.74,41.07,160.08,1829.74,203.32,10.0,ahorro_moderado,0.29
4,2025-12,25,medio,2054.22,761.09,396.12,292.25,110.46,85.63,41.5,161.75,1848.8,205.42,10.0,ahorro_moderado,0.29
4,2026-01,25,medio,2215.99,821.03,427.32,315.27,119.15,92.37,44.76,174.49,1994.39,221.6,10.0,ahorro_moderado,0.22
4,2026-02,25,medio,2158.67,799.79,416.26,307.11,116.07,89.99,43.61,169.97,1942.8,215.87,10.0,ahorro_moderado,0.21
4,2026-03,25,medio,2035.76,754.26,392.56,289.63,109.46,84.86,41.13,160.29,1832.19,203.57,10.0,ahorro_moderado,0.2
4,2026-04,25,medio,2060.2,763.31,397.27,293.1,110.78,85.87,41.62,162.22,1854.17,206.03,10.0,ahorro_moderado,0.2
4,2026-05,25,medio,2185.77,809.83,421.49,310.97,117.53,91.11,44.16,172.11,1967.2,218.57,10.0,ahorro_moderado,0.19
5,2023-01,40,junior,1563.73,483.45,235.06,94.47,124.57,105.11,24.07,64.14,1130.87,432.86,27.68,buen_ahorrador,0.53
5,2023-02,40,junior,1562.37,485.92,236.27,94.96,125.21,105.65,24.19,64.47,1136.67,425.7,27.25,buen_ahorrador,0.6
5,2023-03,40,junior,1586.22,494.97,240.66,96.73,127.54,107.62,24.64,65.67,1157.83,428.39,27.01,buen_ahorrador,0.33
5,2023-04,40,junior,1529.63,479.32,233.05,93.67,123.5,104.21,23.86,63.59,1121.2,408.43,26.7,buen_ahorrador,0.42
5,2023-05,40,junior,1586.81,498.73,242.49,97.46,128.51,108.43,24.83,66.17,1166.62,420.19,26.48,buen_ahorrador,0.3
5,2023-06,40,junior,1652.07,520.22,252.94,101.66,134.04,113.11,25.9,69.02,1216.89,435.18,26.34,buen_ahorrador,0.19
5,2023-07,40,junior,1578.36,498.11,242.19,97.34,128.35,108.3,24.8,66.09,1165.18,413.18,26.18,buen_ahorrador,0.22
5,2023-08,40,junior,1648.69,521.5,253.56,101.91,134.37,113.38,25.96,69.19,1219.87,428.82,26.01,buen_ahorrador,0.23
5,2023-09,40,junior,1577.82,500.78,243.49,97.86,129.03,108.88,24.93,66.44,1171.41,406.41,25.76,buen_ahorrador,0.34
5,2023-10,40,junior,1568.27,499.49,242.86,97.61,128.7,108.6,24.86,66.27,1168.39,399.88,25.5,buen_ahorrador,0.35
5,2023-11,40,junior,1619.19,517.36,251.55,101.1,133.31,112.48,25.75,68.64,1210.19,409.0,25.26,buen_ahorrador,0.32
5,2023-12,40,junior,1626.95,521.55,253.59,101.92,134.39,113.4,25.96,69.2,1220.01,406.94,25.01,buen_ahorrador,0.33
5,2024-01,40,junior,1662.22,534.67,259.97,104.48,137.77,116.25,26.62,70.94,1250.7,411.52,24.76,buen_ahorrador,0.34
5,2024-02,40,junior,1564.33,504.64,245.37,98.62,130.03,109.72,25.12,66.95,1180.45,383.88,24.54,buen_ahorrador,0.29
5,2024-03,40,junior,1611.47,521.51,253.57,101.91,134.38,113.39,25.96,69.19,1219.91,391.56,24.3,buen_ahorrador,0.32
5,2024-04,40,junior,1627.13,528.32,256.88,103.24,136.13,114.87,26.3,70.09,1235.83,391.3,24.05,buen_ahorrador,0.33
5,2024-05,40,junior,1662.88,541.76,263.42,105.87,139.59,117.79,26.97,71.88,1267.28,395.6,23.79,buen_ahorrador,0.34
5,2024-06,40,junior,1549.19,506.44,246.24,98.97,130.49,110.11,25.21,67.19,1184.65,364.54,23.53,buen_ahorrador,0.34
5,2024-07,40,junior,1707.64,559.86,272.21,109.41,144.26,121.72,27.87,74.28,1309.61,398.03,23.31,buen_ahorrador,0.29
5,2024-08,40,junior,1626.16,534.47,259.87,104.45,137.72,116.2,26.61,70.91,1250.23,375.93,23.12,buen_ahorrador,0.25
5,2024-09,40,junior,1598.92,526.31,255.9,102.85,135.61,114.43,26.2,69.83,1231.13,367.79,23.0,buen_ahorrador,0.15
5,2024-10,40,junior,1701.7,561.15,272.84,109.66,144.59,122.0,27.93,74.45,1312.62,389.08,22.86,buen_ahorrador,0.18
5,2024-11,40,junior,1683.44,556.46,270.56,108.74,143.38,120.98,27.7,73.83,1301.65,381.79,22.68,buen_ahorrador,0.24
5,2024-12,40,junior,1721.24,570.55,277.41,111.5,147.01,124.05,28.4,75.7,1334.62,386.62,22.46,buen_ahorrador,0.28
5,2025-01,40,junior,1622.59,539.46,262.3,105.42,139.0,117.29,26.85,71.57,1261.89,360.7,22.23,buen_ahorrador,0.3
5,2025-02,40,junior,1663.15,554.66,269.69,108.39,142.92,120.59,27.61,73.59,1297.45,365.7,21.99,buen_ahorrador,0.31
5,2025-03,40,junior,1670.3,558.61,271.6,109.16,143.93,121.45,27.81,74.11,1306.67,363.63,21.77,buen_ahorrador,0.28
5,2025-04,40,junior,1742.05,584.06,283.98,114.14,150.49,126.98,29.07,77.49,1366.21,375.84,21.57,buen_ahorrador,0.25
5,2025-05,40,junior,1595.35,536.26,260.74,104.8,138.18,116.59,26.7,71.15,1254.42,340.93,21.37,buen_ahorrador,0.26
5,2025-06,40,junior,1637.54,551.77,268.28,107.83,142.17,119.96,27.47,73.21,1290.69,346.85,21.18,buen_ahorrador,0.24
